Agency name;Country;Link;Players;Players 1st tier;Rumors;Total market value;ø-Market value;Street;ZIP, location;Phone;Fax;Email;Website
AJM Sport Management;Switzerland;https://www.transfermarkt.com/berater/beraterfirma?id=10106;-;-;-;-;-;Avenue du Major-Davel 28;1800, Vevey;41787213928;;ajmsportmanagement@gmail.com;www.ajmsportmgmt.com
HEDIEMA, Dienstleistungen und Sportmanagement;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=1260;-;-;-;-;-;-;-;-;-;-;-
GBV Spielerprojekt;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=2426;-;-;-;-;-;-;-;-;-;-;-
Oles Agency;Switzerland;https://www.transfermarkt.com/berater/beraterfirma?id=8953;9;-;-;-;-;-;-;-;-;-;-
Gabellone Player Services;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=4763;-;-;-;-;-;-;-;-;-;-;-
NCHsports;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=4187;-;-;-;-;-;-;-;-;-;-;-
Player Management;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=1189;-;-;-;-;-;-;-;-;-;-;-
Q11 Sports Talents & More;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=2668;-;-;-;-;-;-;-;-;-;-;-
JT SPORT MANAGEMENT;France;https://www.transfermarkt.com/berater/beraterfirma?id=12633;-;-;-;-;-;-;-;-;-;-;-
Ely sports consulting & management Ltd;China;https://www.transfermarkt.com/berater/beraterfirma?id=6240;8;-;-;-;-;-;-;-;-;-;-
LH Sports Assessoria ltda;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=12622;8;-;-;-;-;-;-;-;-;-;-
Three16 Sports Management;United Kingdom;https://www.transfermarkt.com/berater/beraterfirma?id=11195;-;-;-;-;-;-;-;-;-;-;-
All Sports Management - ASM;Kosovo;https://www.transfermarkt.com/berater/beraterfirma?id=5756;1;-;-;-;-;-;-;-;-;-;-
CWJ Genu Prima;Sweden;https://www.transfermarkt.com/berater/beraterfirma?id=10899;4;-;-;-;-;-;-;46709644555;;cwjgenuprima@gmail.com;https://instagram.com/cwjgenuprima?igshid=YmMyMTA2M2Y=
Bottom Up Football;Australia;https://www.transfermarkt.com/berater/beraterfirma?id=5355;2;-;-;-;-;-;-;-;-;-;-
FOOTACT SPORTMANAGEMENT;Türkiye;https://www.transfermarkt.com/berater/beraterfirma?id=5662;4;-;-;-;-;-;-;-;-;-;-
Beyond11 GmbH;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=10334;-;-;-;-;-;-;-;-;-;-;-
Sand Christian Exclusive Consulting GmbH;Austria;https://www.transfermarkt.com/berater/beraterfirma?id=7616;-;-;-;-;-;-;-;-;-;-;-
Rachid Innocenti;Italy;https://www.transfermarkt.com/berater/beraterfirma?id=5871;-;-;-;-;-;-;-;-;-;-;-
ISG AGENCY;Korea, South;https://www.transfermarkt.com/berater/beraterfirma?id=9289;-;-;-;-;-;-;-;-;-;-;-
Agent_Bobur;Uzbekistan;https://www.transfermarkt.com/berater/beraterfirma?id=12705;-;-;-;-;-;-;-;-;-;-;-
AS SPORTS AGENCY;United Kingdom;https://www.transfermarkt.com/berater/beraterfirma?id=7061;-;-;-;-;-;-;-;-;-;-;-
STREAM SPORTS MANAGEMENT LTD;United Kingdom;https://www.transfermarkt.com/berater/beraterfirma?id=11270;-;-;-;-;-;-;-;-;-;-;-
Pioneer Synergy Resources Sports Agents;Nigeria;https://www.transfermarkt.com/berater/beraterfirma?id=7684;-;-;-;-;-;-;-;-;-;-;-
Kawemm Sports Management;United States;https://www.transfermarkt.com/berater/beraterfirma?id=12073;-;-;-;-;-;-;-;-;-;-;-
Club22sports;Venezuela;https://www.transfermarkt.com/berater/beraterfirma?id=6915;-;-;-;-;-;-;-;-;-;-;-
Sportstotal Solutions;Malaysia;https://www.transfermarkt.com/berater/beraterfirma?id=7229;1;-;-;-;-;-;-;-;-;-;-
Golden Player Consulting;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=7540;-;-;-;-;-;-;-;-;-;-;-
Sari Sportmanagement;Denmark;https://www.transfermarkt.com/berater/beraterfirma?id=5189;-;-;-;-;-;-;-;-;-;-;-
LAMBROS G. CHOUTOS Sports Management Agency;Greece;https://www.transfermarkt.com/berater/beraterfirma?id=4548;-;-;-;-;-;-;-;-;-;-;-
AZUBUIKE OKE & PARTNERS;Türkiye;https://www.transfermarkt.com/berater/beraterfirma?id=8485;-;-;-;-;-;-;-;-;-;-;-
PRIME 11 Sports Agency;Slovenia;https://www.transfermarkt.com/berater/beraterfirma?id=8789;-;-;-;-;-;-;-;-;-;-;-
GBMS;Cote d'Ivoire;https://www.transfermarkt.com/berater/beraterfirma?id=11694;1;-;-;-;-;-;-;-;-;-;-
FR International Sport Management Organization and Commercial Ltd.;Türkiye;https://www.transfermarkt.com/berater/beraterfirma?id=2198;1;-;-;-;-;-;-;-;-;-;-
Raphael Gutmann;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=4771;-;-;-;-;-;-;-;-;-;-;-
QWERTY SPORTS INC.;Korea, South;https://www.transfermarkt.com/berater/beraterfirma?id=12490;-;-;-;-;-;-;-;-;-;-;-
Futbol Mundial Managment L.L.C.;Kosovo;https://www.transfermarkt.com/berater/beraterfirma?id=7914;-;-;-;-;-;-;-;-;-;-;-
maliqi Management;Switzerland;https://www.transfermarkt.com/berater/beraterfirma?id=10839;-;-;-;-;-;-;-;-;-;-;-
Karl-Heinz Thielen;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=23;-;-;-;-;-;-;-;-;-;-;-
Mena Sports Management;Albania;https://www.transfermarkt.com/berater/beraterfirma?id=6925;2;-;-;-;-;-;-;-;-;-;-
Fabio Trazzi;Italy;https://www.transfermarkt.com/berater/beraterfirma?id=12865;-;-;-;-;-;-;-;-;-;-;-
Sport-Line Sportmarketing GmbH;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=1037;-;-;-;-;-;-;-;-;-;-;-
LEGACIS MANAGEMENT & CONSULT;Serbia;https://www.transfermarkt.com/berater/beraterfirma?id=7237;-;-;-;-;-;-;-;-;-;-;-
VSM;Poland;https://www.transfermarkt.com/berater/beraterfirma?id=10180;-;-;-;-;-;-;-;-;-;-;-
Rosportagency;Russia;https://www.transfermarkt.com/berater/beraterfirma?id=7548;-;-;-;-;-;-;-;-;-;-;-
P12sports;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=4459;-;-;-;-;-;-;-;-;-;-;-
GUESSFOOT GmbH;Switzerland;https://www.transfermarkt.com/berater/beraterfirma?id=5801;-;-;-;-;-;-;-;-;-;-;-
Mavza Sports Management SAS de CV;Mexico;https://www.transfermarkt.com/berater/beraterfirma?id=6722;1;-;-;-;-;-;-;-;-;-;-
AM Top Sports Management;Greece;https://www.transfermarkt.com/berater/beraterfirma?id=8916;10;-;-;-;-;-;-;-;-;-;-
Istanbul Football Agency;Türkiye;https://www.transfermarkt.com/berater/beraterfirma?id=9551;-;-;-;-;-;-;-;-;-;-;-
Talent Promotor S.A.;Costa Rica;https://www.transfermarkt.com/berater/beraterfirma?id=9853;-;-;-;-;-;-;-;-;-;-;-
blockNINE e.K.;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=5322;-;-;-;-;-;-;-;-;-;-;-
ECO srl by Ermanno Cordua;Italy;https://www.transfermarkt.com/berater/beraterfirma?id=4640;-;-;-;-;-;-;-;-;-;-;-
Roma Sport;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=7118;-;-;-;-;-;-;-;-;-;-;-
zetasportspa;Chile;https://www.transfermarkt.com/berater/beraterfirma?id=11326;-;-;-;-;-;-;-;-;-;-;-
Franco Caruso;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=4321;-;-;-;-;-;-;-;-;-;-;-
Maverick Sports Consulting Company;India;https://www.transfermarkt.com/berater/beraterfirma?id=10069;1;-;-;-;-;-;-;-;-;-;-
Jacopo Ibba;Italy;https://www.transfermarkt.com/berater/beraterfirma?id=10378;-;-;-;-;-;-;-;-;-;-;-
ECHO Sports Management;Malaysia;https://www.transfermarkt.com/berater/beraterfirma?id=9506;3;-;-;-;-;-;-;-;-;-;-
BENTHEROVAL TENEV CONSULTANT AGENCY;Ghana;https://www.transfermarkt.com/berater/beraterfirma?id=6060;-;-;-;-;-;-;-;-;-;-;-
RP SPORT;Portugal;https://www.transfermarkt.com/berater/beraterfirma?id=5787;-;-;-;-;-;-;-;-;-;-;-
New Era Athlete Advisors;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=12511;-;-;-;-;-;-;-;-;-;-;-
Pro Player;Türkiye;https://www.transfermarkt.com/berater/beraterfirma?id=8905;-;-;-;-;-;-;-;-;-;-;-
LLL Management;Serbia;https://www.transfermarkt.com/berater/beraterfirma?id=12886;-;-;-;-;-;-;-;-;-;-;-
Stijn Vanlerberghe;Belgium;https://www.transfermarkt.com/berater/beraterfirma?id=4648;-;-;-;-;-;-;-;-;-;-;-
Ginaldo sports int agency;Nigeria;https://www.transfermarkt.com/berater/beraterfirma?id=5883;-;-;-;-;-;-;-;-;-;-;-
FAC - Football Affairs Consulting;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=6201;-;-;-;-;-;-;-;-;-;-;-
NUHN CONSULTING;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=3191;2;-;-;-;-;-;-;-;-;-;-
ATEVO Sports Group;Panama;https://www.transfermarkt.com/berater/beraterfirma?id=3608;-;-;-;-;-;-;-;-;-;-;-
One Touch Sport Consulting UG;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=2353;-;-;-;-;-;-;-;-;-;-;-
Invertr3s Sports Group;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=2919;-;-;-;-;-;-;-;-;-;-;-
CALCYO Sport- und Karrieremanagement GmbH;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=3347;-;-;-;-;-;-;-;-;-;-;-
Trudemach Investment Sports;Kenya;https://www.transfermarkt.com/berater/beraterfirma?id=11093;-;-;-;-;-;-;-;-;-;-;-
DASports Agency;Denmark;https://www.transfermarkt.com/berater/beraterfirma?id=11394;-;-;-;-;-;-;-;-;-;-;-
Süleyman Sürvaran;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=2525;-;-;-;-;-;-;-;-;-;-;-
M&P Sports Intermediação e Participação;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=10195;-;-;-;-;-;-;-;-;-;-;-
T.L.T Sport Agent;United Arab Emirates;https://www.transfermarkt.com/berater/beraterfirma?id=10831;-;-;-;-;-;-;-;-;-;-;-
MVO sprl;Belgium;https://www.transfermarkt.com/berater/beraterfirma?id=7092;-;-;-;-;-;-;-;-;-;-;-
Afro-sporto agency;South Africa;https://www.transfermarkt.com/berater/beraterfirma?id=7404;-;-;-;-;-;-;-;-;-;-;-
Frank Hartmann;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=3890;1;-;-;-;-;-;-;-;-;-;-
RO Management;Denmark;https://www.transfermarkt.com/berater/beraterfirma?id=7695;3;-;-;-;-;-;-;-;-;-;-
E&S Event - Entertainment - Sport - Service;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=3934;1;-;-;-;-;-;-;-;-;-;-
Waterberg Consultancy;Netherlands;https://www.transfermarkt.com/berater/beraterfirma?id=5028;-;-;-;-;-;-;-;-;-;-;-
Bridge Sport Management;Egypt;https://www.transfermarkt.com/berater/beraterfirma?id=8396;2;-;-;-;-;-;-;-;-;-;-
Black Palladium Sports;United Kingdom;https://www.transfermarkt.com/berater/beraterfirma?id=7421;1;-;-;-;-;-;-;-;-;-;-
rbs assessoria e esporte;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=5416;-;-;-;-;-;-;-;-;-;-;-
Happy Soccer Assessoria Esportiva;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=3128;1;-;-;-;-;-;-;-;-;-;-
SAO SPORT MANAGEMENT LTD;United Kingdom;https://www.transfermarkt.com/berater/beraterfirma?id=11671;-;-;-;-;-;-;-;-;-;-;-
Soccer Motion Management;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=3569;-;-;-;-;-;-;-;-;-;-;-
OLIMPUS ESPORT EVENTS;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=9253;-;-;-;-;-;-;-;-;-;-;-
Ivan Machta;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=5233;-;-;-;-;-;-;-;-;-;-;-
Sociobox Ventures LLP;India;https://www.transfermarkt.com/berater/beraterfirma?id=9583;8;-;-;-;-;-;-;-;-;-;-
Nexa Horizon Management;Switzerland;https://www.transfermarkt.com/berater/beraterfirma?id=12297;-;-;-;-;-;-;-;-;-;-;-
Agent sportif Maurice Boyer;France;https://www.transfermarkt.com/berater/beraterfirma?id=12585;-;-;-;-;-;-;-;-;-;-;-
MGC Sports Ltd;United Kingdom;https://www.transfermarkt.com/berater/beraterfirma?id=4014;7;-;-;-;-;-;-;-;-;-;-
RA René Furrer;Switzerland;https://www.transfermarkt.com/berater/beraterfirma?id=3078;-;-;-;-;-;-;-;-;-;-;-
FRANCISCO FREITAS;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=6357;-;-;-;-;-;-;-;-;-;-;-
Akermi Nassim Sports Management;Algeria;https://www.transfermarkt.com/berater/beraterfirma?id=12898;-;-;-;-;-;-;-;-;-;-;-
hysportsagency;Türkiye;https://www.transfermarkt.com/berater/beraterfirma?id=8459;-;-;-;-;-;-;-;-;-;-;-
Mampam Athletics;Ghana;https://www.transfermarkt.com/berater/beraterfirma?id=12469;-;-;-;-;-;-;-;-;-;-;-
Three Sports Management;Paraguay;https://www.transfermarkt.com/berater/beraterfirma?id=12425;-;-;-;-;-;-;-;-;-;-;-
Don Nation Sport;Switzerland;https://www.transfermarkt.com/berater/beraterfirma?id=12800;-;-;-;-;-;-;-;-;-;-;-
Costa Bonato;Switzerland;https://www.transfermarkt.com/berater/beraterfirma?id=803;4;-;-;-;-;-;-;-;-;-;-
Special1 FA;Russia;https://www.transfermarkt.com/berater/beraterfirma?id=7163;6;-;-;-;-;-;-;-;-;-;-
House of Artists GmbH;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=11369;-;-;-;-;-;-;-;-;-;-;-
Zoran Zoran;Netherlands;https://www.transfermarkt.com/berater/beraterfirma?id=1608;-;-;-;-;-;-;-;-;-;-;-
futbolissima;France;https://www.transfermarkt.com/berater/beraterfirma?id=7478;-;-;-;-;-;-;-;-;-;-;-
weGoal;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=3286;-;-;-;-;-;-;-;-;-;-;-
NIKAB SPORTS AGENCY;Ghana;https://www.transfermarkt.com/berater/beraterfirma?id=8970;-;-;-;-;-;-;-;-;-;-;-
Evolution;Netherlands;https://www.transfermarkt.com/berater/beraterfirma?id=7325;-;-;-;-;-;-;-;-;-;-;-
Lamma;Serbia;https://www.transfermarkt.com/berater/beraterfirma?id=5237;-;-;-;-;-;-;-;-;-;-;-
The Dream Catcher Management;Denmark;https://www.transfermarkt.com/berater/beraterfirma?id=9002;-;-;-;-;-;-;-;-;-;-;-
Mainstar Soccer International;Uganda;https://www.transfermarkt.com/berater/beraterfirma?id=8857;8;-;-;-;-;-;-;-;-;-;-
Bejel & co;Tunisia;https://www.transfermarkt.com/berater/beraterfirma?id=8948;-;-;-;-;-;-;-;-;-;-;-
Isaac Guardiola;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=3055;1;-;-;-;-;-;-;-;-;-;-
FAST STEP SERVICES;Morocco;https://www.transfermarkt.com/berater/beraterfirma?id=12349;4;-;-;-;-;-;-;-;-;-;-
BCM Sport;France;https://www.transfermarkt.com/berater/beraterfirma?id=11421;-;-;-;-;-;-;-;-;-;-;-
JAB MANAGMENT LLC;Kosovo;https://www.transfermarkt.com/berater/beraterfirma?id=12637;-;-;-;-;-;-;-;-;-;-;-
BKVsport;Benin;https://www.transfermarkt.com/berater/beraterfirma?id=11423;-;-;-;-;-;-;-;-;-;-;-
Optimum XI Sports Management LTD;United Kingdom;https://www.transfermarkt.com/berater/beraterfirma?id=8607;-;-;-;-;-;-;-;-;-;-;-
Siyamand Peroti;Sweden;https://www.transfermarkt.com/berater/beraterfirma?id=5288;1;-;-;-;-;-;-;-;-;-;-
Gianluca Riu;Italy;https://www.transfermarkt.com/berater/beraterfirma?id=12061;2;-;-;-;-;-;-;-;-;-;-
Agency Aigle Impériale Sport Management;Cote d'Ivoire;https://www.transfermarkt.com/berater/beraterfirma?id=12350;-;-;-;-;-;-;-;-;-;-;-
F10SCOUT;Italy;https://www.transfermarkt.com/berater/beraterfirma?id=12725;-;-;-;-;-;-;-;-;-;-;-
Sappita Agent;Argentina;https://www.transfermarkt.com/berater/beraterfirma?id=12638;-;-;-;-;-;-;-;-;-;-;-
Bell Sports Management Group LLC;United States;https://www.transfermarkt.com/berater/beraterfirma?id=3730;-;-;-;-;-;-;-;-;-;-;-
MMC Sports Consulting;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=8226;-;-;-;-;-;-;-;-;-;-;-
Focus Legacy International;Italy;https://www.transfermarkt.com/berater/beraterfirma?id=11444;-;-;-;-;-;-;-;-;-;-;-
LatinAmerica SG Venezuela;Venezuela;https://www.transfermarkt.com/berater/beraterfirma?id=10496;-;-;-;-;-;-;-;-;-;-;-
Lochar & Partner International;Austria;https://www.transfermarkt.com/berater/beraterfirma?id=2264;2;-;-;-;-;-;-;-;-;-;-
NL·MANAGEMENT;Netherlands;https://www.transfermarkt.com/berater/beraterfirma?id=10791;-;-;-;-;-;-;-;-;-;-;-
Football Management Group JSC;Russia;https://www.transfermarkt.com/berater/beraterfirma?id=1794;9;-;-;-;-;-;-;-;-;-;-
JAV Sports Management;Ecuador;https://www.transfermarkt.com/berater/beraterfirma?id=6234;1;-;-;-;-;-;-;-;-;-;-
Cnd Agency;France;https://www.transfermarkt.com/berater/beraterfirma?id=12082;-;-;-;-;-;-;-;-;-;-;-
PK Professional Sports Management GmbH;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=12371;-;-;-;-;-;-;-;-;-;-;-
CMB - Sport;France;https://www.transfermarkt.com/berater/beraterfirma?id=6874;-;-;-;-;-;-;-;-;-;-;-
Ntbfootgroup;DR Congo;https://www.transfermarkt.com/berater/beraterfirma?id=9373;-;-;-;-;-;-;-;-;-;-;-
FANBAZE MANAGEMENT;Zambia;https://www.transfermarkt.com/berater/beraterfirma?id=11197;-;-;-;-;-;-;-;-;-;-;-
Value Sport Agency;Italy;https://www.transfermarkt.com/berater/beraterfirma?id=9103;-;-;-;-;-;-;-;-;-;-;-
AJ sports;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=8384;-;-;-;-;-;-;-;-;-;-;-
Toreta d.o.o.;Croatia;https://www.transfermarkt.com/berater/beraterfirma?id=1491;10;-;-;-;-;-;-;-;-;-;-
ONZE FOOTBALL MANAGEMENT;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=10075;-;-;-;-;-;-;-;-;-;-;-
Beyondhype;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=10383;-;-;-;-;-;-;-;-;-;-;-
galvez&oria sport agency s.l.p;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=8718;-;-;-;-;-;-;-;-;-;-;-
International Sports Group;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=10681;-;-;-;-;-;-;-;-;-;-;-
UNITED BALLERS GROUP;Uruguay;https://www.transfermarkt.com/berater/beraterfirma?id=10112;-;-;-;-;-;-;-;-;-;-;-
Tekin Birinci;Türkiye;https://www.transfermarkt.com/berater/beraterfirma?id=1607;28;-;-;-;-;-;-;-;-;-;-
Ruslan Koman;France;https://www.transfermarkt.com/berater/beraterfirma?id=5404;-;-;-;-;-;-;-;-;-;-;-
Deniz Turker;Türkiye;https://www.transfermarkt.com/berater/beraterfirma?id=7524;-;-;-;-;-;-;-;-;-;-;-
Soccerplayergroup;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=11966;-;-;-;-;-;-;-;-;-;-;-
GZA Football Management;United States;https://www.transfermarkt.com/berater/beraterfirma?id=9350;10;-;-;-;-;-;-;-;-;-;-
Be A Pro;Georgia;https://www.transfermarkt.com/berater/beraterfirma?id=9679;-;-;-;-;-;-;-;-;-;-;-
Azzam Al-Rmikhany Company;Saudi Arabia;https://www.transfermarkt.com/berater/beraterfirma?id=9918;-;-;-;-;-;-;-;-;-;-;-
ETERNAL SCOUT MANAGEMENT LTD;Mauritius;https://www.transfermarkt.com/berater/beraterfirma?id=5494;1;-;-;-;-;-;-;-;-;-;-
MG SPORTS - HASSAN AMZIL;Morocco;https://www.transfermarkt.com/berater/beraterfirma?id=5824;-;-;-;-;-;-;-;-;-;-;-
Ariel Brambilla;Argentina;https://www.transfermarkt.com/berater/beraterfirma?id=9645;-;-;-;-;-;-;-;-;-;-;-
FSS Dynamic Management;Nigeria;https://www.transfermarkt.com/berater/beraterfirma?id=9042;-;-;-;-;-;-;-;-;-;-;-
GAC Sports GmbH;Switzerland;https://www.transfermarkt.com/berater/beraterfirma?id=5022;-;-;-;-;-;-;-;-;-;-;-
Petrucci Management SRL;Italy;https://www.transfermarkt.com/berater/beraterfirma?id=6377;-;-;-;-;-;-;-;-;-;-;-
Colosseum sport agency;Croatia;https://www.transfermarkt.com/berater/beraterfirma?id=5660;-;-;-;-;-;-;-;-;-;-;-
Elite Player Management;United Kingdom;https://www.transfermarkt.com/berater/beraterfirma?id=6414;-;-;-;-;-;-;-;-;-;-;-
Lo Torto Stefania;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=5377;-;-;-;-;-;-;-;-;-;-;-
L_A Soccer Planet;United States;https://www.transfermarkt.com/berater/beraterfirma?id=4619;7;-;-;-;-;-;-;-;-;-;-
Mark Williams;United Kingdom;https://www.transfermarkt.com/berater/beraterfirma?id=8394;-;-;-;-;-;-;-;-;-;-;-
Juan G. Aguilar;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=3042;-;-;-;-;-;-;-;-;-;-;-
RES Agency;Chile;https://www.transfermarkt.com/berater/beraterfirma?id=8696;-;-;-;-;-;-;-;-;-;-;-
Footballforall;Poland;https://www.transfermarkt.com/berater/beraterfirma?id=3998;-;-;-;-;-;-;-;-;-;-;-
Golden Sport Agency;Italy;https://www.transfermarkt.com/berater/beraterfirma?id=5502;-;-;-;-;-;-;-;-;-;-;-
Ellite Sports;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=5830;-;-;-;-;-;-;-;-;-;-;-
Golden Sports Agency;Colombia;https://www.transfermarkt.com/berater/beraterfirma?id=6963;-;-;-;-;-;-;-;-;-;-;-
Kancelaria Radcy Prawnego Dariusz Laszczyk;Poland;https://www.transfermarkt.com/berater/beraterfirma?id=6361;-;-;-;-;-;-;-;-;-;-;-
B.M.B Sportagentur GmbH;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=8253;11;-;-;-;-;-;-;-;-;-;-
Petar Djordjevic;Serbia;https://www.transfermarkt.com/berater/beraterfirma?id=6681;-;-;-;-;-;-;-;-;-;-;-
Souland Inc;Netherlands;https://www.transfermarkt.com/berater/beraterfirma?id=11823;-;-;-;-;-;-;-;-;-;-;-
M.E Football;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=8712;-;-;-;-;-;-;-;-;-;-;-
Evesbond Sport Consult;Netherlands;https://www.transfermarkt.com/berater/beraterfirma?id=2803;3;-;-;-;-;-;-;-;-;-;-
Only Football Agency;Poland;https://www.transfermarkt.com/berater/beraterfirma?id=3642;-;-;-;-;-;-;-;-;-;-;-
Total Football Soccer Agency/ TFSA;United States;https://www.transfermarkt.com/berater/beraterfirma?id=4755;5;-;-;-;-;-;-;-;-;-;-
NIMBA SPORTS MANAGEMENT;Türkiye;https://www.transfermarkt.com/berater/beraterfirma?id=12187;-;-;-;-;-;-;-;-;-;-;-
Trinita;France;https://www.transfermarkt.com/berater/beraterfirma?id=12476;-;-;-;-;-;-;-;-;-;-;-
Pangea Sports Management, LLC;United States;https://www.transfermarkt.com/berater/beraterfirma?id=2536;18;-;-;-;-;-;-;-;-;-;-
Hume International Sports Management;Scotland;https://www.transfermarkt.com/berater/beraterfirma?id=1862;5;-;-;-;-;-;-;-;-;-;-
Sport Cycle;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=10932;-;-;-;-;-;-;-;-;-;-;-
